event_id,event_type,event_timestamp,flight_number,airline_code,origin_airport,destination_airport,scheduled_departure,actual_departure,delay_minutes,altitude_m,velocity_ms,latitude,longitude,on_ground,origin_country,schema_version,dq_flag,ingested_at,pipeline_layer,delay_category,is_long_haul,processed_at
14c18291-5c66-48e7-a2bf-944c5b805bcc,FLIGHT_DELAYED,2026-03-01 18:32:28.008543,SV4076,SV,AMM,JFK,2026-03-01 18:00:00,,0,2081.0,28.5,26.9551,32.058,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
1566b7d2-aa39-4a61-b778-d98ad1d0d5cc,FLIGHT_DELAYED,2026-03-01 18:28:42.709445,SV4793,SV,JFK,KWI,2026-03-01 18:00:00,,0,6554.0,99.2,44.0274,38.3079,True,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
1687cb2e-b2f9-46bf-8708-d72b6f34587c,FLIGHT_DELAYED,2026-03-01 17:40:00.465827,MS2341,MS,FRA,DXB,2026-03-01 17:00:00,,0,7832.0,32.5,42.1047,26.7613,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
16c89a51-7533-4160-bd3c-36f26a8c0089,FLIGHT_DELAYED,2026-03-01 18:37:06.348022,QR2062,QR,IST,FRA,2026-03-01 18:00:00,,0,1285.0,188.6,33.7197,37.5957,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
170898cc-7792-43ca-900d-1f184e7e332e,FLIGHT_DELAYED,2026-03-01 18:43:15.735829,TK6528,TK,SIN,LHR,2026-03-01 18:00:00,,0,824.0,97.1,31.6797,45.3346,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
173022b8-73f3-489c-9edc-f683a29cb42d,FLIGHT_DELAYED,2026-03-01 18:16:11.829155,RJ5962,RJ,DXB,JFK,2026-03-01 18:00:00,,0,11204.0,68.5,18.5243,28.3529,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
1997ae1e-be38-492d-91fd-d93d35c578a7,FLIGHT_DELAYED,2026-03-01 18:18:53.045525,QR7334,QR,IST,DEL,2026-03-01 18:00:00,,0,2964.0,129.7,40.2603,38.9882,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
1a45b8d8-9da2-4028-ae11-b031fbe62ba4,FLIGHT_DELAYED,2026-03-01 18:38:14.427639,SV184,SV,NBO,DEL,2026-03-01 18:00:00,,0,9439.0,247.1,13.16,44.597,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
1a7ff63c-c5f0-4b64-8bce-b9d9ccc6777c,FLIGHT_DELAYED,2026-03-01 18:01:30.798631,BA1307,BA,BOM,CAI,2026-03-01 18:00:00,,0,10068.0,130.1,49.3898,51.2319,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
1a8badbc-cef4-49aa-98dc-8f9c8ba1212f,FLIGHT_DELAYED,2026-03-01 18:30:16.858101,MS5783,MS,FRA,CAI,2026-03-01 18:00:00,,0,4878.0,213.9,12.4114,54.1539,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
1c62d5c6-5bdd-45ed-a54a-fb969bc499d8,FLIGHT_DELAYED,2026-03-01 18:49:12.072840,TK6233,TK,LHR,DOH,2026-03-01 18:00:00,,0,6025.0,216.9,27.2516,54.8729,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
1c7fd9ea-c4f5-408a-8b87-526f36a51445,FLIGHT_DELAYED,2026-03-01 18:51:23.202600,EK5274,EK,NBO,JFK,2026-03-01 18:00:00,,0,6786.0,170.1,15.3206,56.5464,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
1d67b6db-cf52-4511-a01c-aae7a01b1c16,FLIGHT_DELAYED,2026-03-01 21:21:10.761983,MS7101,MS,CAI,BAH,2026-03-01 21:00:00,,0,4432.0,216.8,21.7772,36.1784,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
1e15ef8d-b2fd-4092-bc5a-db2143209f27,FLIGHT_DELAYED,2026-03-01 18:16:46.914925,EY7306,EY,DOH,CDG,2026-03-01 18:00:00,,0,7340.0,27.1,27.0573,26.3295,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
1ed90232-ec5d-40c0-9488-4f5986c8eddd,FLIGHT_DELAYED,2099-01-01 00:00:00.000000,RJ1093,RJ,CAI,BOM,2026-03-01 18:00:00,,0,1608.0,217.9,24.5974,47.9995,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
1fa83106-f2e3-4eb9-80e2-ea747b316e41,FLIGHT_DELAYED,2026-03-01 18:04:30.997533,EK5192,EK,JFK,DXB,2026-03-01 18:00:00,,0,2979.0,56.4,19.4351,26.5066,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
20310787-538b-4395-a0ab-c64156dada2f,FLIGHT_DELAYED,2026-03-01 18:40:42.583105,BA8089,BA,NBO,AUH,2026-03-01 18:00:00,,0,10968.0,107.9,32.7972,35.8047,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
20c27a66-cb41-40d4-b4db-c709076789e5,FLIGHT_DELAYED,2026-03-01 18:50:16.135309,EY6011,EY,BAH,BOM,2026-03-01 18:00:00,,0,6154.0,276.1,49.8048,58.3868,True,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
2170f87e-d4ed-45a8-90dc-a24b66975b93,FLIGHT_DELAYED,2026-03-01 18:24:26.432305,QR3518,QR,SIN,DOH,2026-03-01 18:00:00,,0,4267.0,216.0,12.0936,56.0929,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
22078039-b272-4a83-a59b-b6a6103d703c,FLIGHT_DELAYED,2026-03-01 17:42:30.610198,FZ8622,FZ,DXB,BAH,2026-03-01 17:00:00,,0,-500.0,135.8,24.2388,57.9704,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
222b25e4-fa3f-4865-b044-f57f4da98b3b,FLIGHT_DELAYED,2026-03-01 18:15:00.758136,QR5305,QR,KWI,AUH,2026-03-01 18:00:00,,0,2157.0,74.4,20.8529,28.4861,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2362b015-6b2c-4160-91a3-9459aafff34c,FLIGHT_DELAYED,2026-03-01 18:48:26.026764,EY9349,EY,DEL,IST,2026-03-01 18:00:00,,0,7967.0,156.5,12.9212,31.6653,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2402f1e0-00e8-4639-9973-63a2fe23bff9,FLIGHT_DELAYED,2026-03-01 17:47:26.896234,TK5662,TK,FRA,BAH,2026-03-01 17:00:00,,0,7871.0,89.8,49.8251,26.2043,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
247b34df-2299-4f32-af77-0185d2ae9510,FLIGHT_DELAYED,2026-03-01 17:39:19.426542,EY7349,EY,AMM,BOM,2026-03-01 17:00:00,,0,9023.0,122.8,27.1553,49.3016,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
259aa7bc-f940-4bc9-b9f2-7782c3ba6a10,FLIGHT_DELAYED,2026-03-01 21:21:59.852612,BA4051,BA,CAI,FRA,2026-03-01 21:00:00,,0,462.0,129.5,15.2936,59.5068,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
25f1e1f6-63c9-416d-8b28-0472f637c446,FLIGHT_DELAYED,2026-03-01 18:43:40.760878,QR1697,QR,DOH,SIN,2026-03-01 18:00:00,,0,6334.0,60.8,37.7622,59.2769,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
26941659-28eb-4bf8-8de9-1416fa35145b,FLIGHT_DELAYED,2026-03-01 18:22:52.332276,SV4793,SV,LHR,JFK,2026-03-01 18:00:00,,0,6554.0,99.2,44.0274,38.3079,True,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
269f32ef-0806-4b3d-a11d-d00e82b127bc,FLIGHT_DELAYED,2026-03-01 18:43:03.724246,QR1251,QR,LHR,DXB,2026-03-01 18:00:00,,0,7853.0,278.8,33.058,48.0661,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
279e7530-d219-4d9e-9767-a61a05f6c727,FLIGHT_DELAYED,2026-03-01 18:55:07.425910,RJ9419,RJ,BAH,IST,2026-03-01 18:00:00,,0,7117.0,72.7,33.9735,46.4052,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
287663fc-b001-4779-9c53-4f95478e29d0,FLIGHT_DELAYED,2026-03-01 18:32:24.003369,LH8281,LH,DXB,NBO,2026-03-01 18:00:00,,0,5962.0,279.8,22.0238,39.2936,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
29535533-dac8-47be-8df8-f413ed35629e,FLIGHT_DELAYED,2026-03-01 18:46:44.927302,SV5701,SV,NBO,AUH,2026-03-01 18:00:00,,0,4956.0,30.8,48.8788,25.133,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2a63f5f3-60de-44a1-8fad-9be7e2a281e1,FLIGHT_DELAYED,2026-03-01 18:14:34.728953,SV5701,SV,AUH,BAH,2026-03-01 18:00:00,,0,4956.0,30.8,48.8788,25.133,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2a648232-847f-47de-90ec-e6848601f946,FLIGHT_DELAYED,2026-03-01 18:30:06.818971,EK3312,EK,BAH,NBO,2026-03-01 18:00:00,,0,-500.0,93.2,26.5631,55.3696,True,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2ae9e155-f694-4fa8-90ba-b2b67aaa4a46,FLIGHT_DELAYED,2026-03-01 18:51:14.192684,FZ5323,FZ,CDG,CAI,2026-03-01 18:00:00,,0,1312.0,98.7,32.0843,52.8226,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2b51c757-392c-43d0-a420-bb52eb96a164,FLIGHT_DELAYED,2026-03-01 18:36:49.328060,FZ8622,FZ,KWI,LHR,2026-03-01 18:00:00,,0,5974.0,135.8,24.2388,57.9704,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2c532520-f05b-452c-b9f8-836a281e1bc1,FLIGHT_DELAYED,2026-03-01 18:07:20.170942,EY7162,EY,JFK,IST,2026-03-01 18:00:00,,0,3920.0,24.1,44.4943,42.8354,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2cc87e9a-83fd-40fa-81da-e14f77ebc6f5,FLIGHT_DELAYED,2026-03-01 17:45:00.749222,TK3146,TK,DEL,CDG,2026-03-01 17:00:00,,0,11620.0,160.8,22.3913,42.1388,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2d1fb449-d9c2-4ee0-9b8c-f3115c43489d,FLIGHT_DELAYED,2026-03-01 18:12:19.582796,SV7588,SV,AMM,KWI,2026-03-01 18:00:00,,0,9329.0,193.4,27.3702,48.0246,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2d948d7d-a6db-4e63-848b-d1ab3a5a2a6b,FLIGHT_DELAYED,2026-03-01 18:21:39.258396,RJ8360,RJ,FRA,CDG,2026-03-01 18:00:00,,0,1422.0,74.8,33.0304,30.0354,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2dc37fe1-bd74-40ac-b9a6-ab9071fce59d,FLIGHT_DELAYED,2026-03-01 21:21:07.759339,RJ1744,RJ,AUH,BAH,2026-03-01 21:00:00,,0,8676.0,131.9,36.6564,50.8722,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2ee3185d-3b42-455e-b39c-4731b6353380,FLIGHT_DELAYED,2026-03-01 17:56:58.484752,EK3312,EK,IST,SIN,2026-03-01 17:00:00,,0,12269.0,93.2,26.5631,55.3696,True,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2f25d437-98e5-4c02-8ff2-fc37dca8ff66,FLIGHT_DELAYED,2026-03-01 18:50:02.121954,BA1723,BA,JFK,FRA,2026-03-01 18:00:00,,0,10904.0,251.2,36.3984,36.5044,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
2f52ec88-f9da-40bf-8bd9-e1d0f85fe964,FLIGHT_DELAYED,2026-03-01 18:38:28.443894,RJ4002,RJ,IST,KWI,2026-03-01 18:00:00,,0,4981.0,136.6,46.7381,44.6095,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
2fa5f3fb-581a-43e2-925d-871b178da41c,FLIGHT_DELAYED,2026-03-01 18:34:57.170537,RJ9820,RJ,FRA,SIN,2026-03-01 18:00:00,,0,2124.0,43.7,34.6455,34.079,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
318a3b6d-52a0-4fd0-9f4a-2ee498c8b0dc,FLIGHT_DELAYED,2026-03-01 18:57:29.560467,LH6822,LH,CAI,FRA,2026-03-01 18:00:00,,0,11917.0,158.6,39.8859,30.3754,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
31fc5905-cefa-465a-84e5-c1addcf168fe,FLIGHT_DELAYED,2026-03-01 18:27:34.636752,FZ4240,FZ,CDG,DEL,2026-03-01 18:00:00,,0,3064.0,57.1,13.5987,35.7761,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
32101008-73de-4873-8366-47eb748bfeb3,FLIGHT_DELAYED,2026-03-01 18:22:41.322213,RJ8360,RJ,JFK,AMM,2026-03-01 18:00:00,,0,1422.0,74.8,33.0304,30.0354,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
32c3f61e-dc10-4575-bc9c-c2db8cc27997,FLIGHT_DELAYED,2026-03-01 18:55:48.464213,TK6662,TK,AMM,FRA,2026-03-01 18:00:00,,0,2802.0,40.2,46.4446,56.901,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
32c788a9-afd1-4272-853b-ce23d78ed342,FLIGHT_DELAYED,2026-03-01 18:38:38.454242,EK456,EK,DXB,SIN,2026-03-01 18:00:00,,0,8998.0,48.7,39.9655,46.8261,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
330e3b6f-1427-4ffb-a91c-8f4b247645aa,FLIGHT_DELAYED,2026-03-01 18:01:58.825762,RJ5091,RJ,JFK,DXB,2026-03-01 18:00:00,,0,3157.0,102.8,33.7742,50.1855,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
33873c77-3d2f-47aa-b131-00510f78f341,FLIGHT_DELAYED,2026-03-01 18:48:21.022740,LH5147,LH,SIN,JFK,2026-03-01 18:00:00,,0,8204.0,129.2,34.6157,52.5414,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
33da6bf5-bf21-48bc-8a9a-0f017bf8869b,FLIGHT_DELAYED,2026-03-01 18:26:17.557400,SV2278,SV,BOM,SIN,2026-03-01 18:00:00,,0,3175.0,199.2,19.3695,44.9737,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
33e62788-4ed3-43f4-a444-4348fb9fc6bc,FLIGHT_DELAYED,2026-03-01 18:41:08.608450,TK3715,TK,AUH,BOM,2026-03-01 18:00:00,,0,146.0,32.7,28.8947,34.9039,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,False,2026-03-01 21:23:59.090901
33f14a0a-429f-4930-a870-b7f11ac0b9c1,FLIGHT_DELAYED,2026-03-01 18:42:52.714930,FZ4724,FZ,CAI,BAH,2026-03-01 18:00:00,,0,10579.0,262.1,37.669,53.9446,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
345b8bb3-0e1e-4231-926e-56f3b6fa95e4,FLIGHT_DELAYED,2026-03-01 18:00:26.727750,RJ2444,RJ,DEL,DOH,2026-03-01 18:00:00,,0,113.0,252.2,29.8002,39.1532,False,UAE,1.0,False,2026-03-01 21:22:42.269189,SILVER,ON_TIME,True,2026-03-01 21:23:59.090901
